crn_rank_excluded_index,reaction_i,reaction_j,reaction_i_text,reaction_j_text,zeta_i,zeta_j,passing_ordered_pairs,rank_S_upper_bound,required_rank,exclusion_reason
2146,208,395,X2 -> X3+X4,X1+X2 -> X1,"(0, -1, 1, 1, 0)","(0, -1, 0, 0, 0)",208->395;395->208,2,5,rank(S) <= m = 2 < n = 5
2147,208,396,X2 -> X3+X4,X1+X2 -> X1+X5,"(0, -1, 1, 1, 0)","(0, -1, 0, 0, 1)",208->396;396->208,2,5,rank(S) <= m = 2 < n = 5
2148,208,397,X2 -> X3+X4,X1+X2 -> X1+X4,"(0, -1, 1, 1, 0)","(0, -1, 0, 1, 0)",208->397;397->208,2,5,rank(S) <= m = 2 < n = 5
2149,208,398,X2 -> X3+X4,X1+X2 -> X1+X3,"(0, -1, 1, 1, 0)","(0, -1, 1, 0, 0)",208->398;398->208,2,5,rank(S) <= m = 2 < n = 5
2150,208,399,X2 -> X3+X4,X1+X2 -> 2X1,"(0, -1, 1, 1, 0)","(1, -1, 0, 0, 0)",208->399;399->208,2,5,rank(S) <= m = 2 < n = 5
2151,209,380,X2 -> 2X3,X1+X2 -> 0,"(0, -1, 2, 0, 0)","(-1, -1, 0, 0, 0)",209->380;380->209,2,5,rank(S) <= m = 2 < n = 5
2152,209,381,X2 -> 2X3,X1+X2 -> X5,"(0, -1, 2, 0, 0)","(-1, -1, 0, 0, 1)",209->381;381->209,2,5,rank(S) <= m = 2 < n = 5
2153,209,382,X2 -> 2X3,X1+X2 -> 2X5,"(0, -1, 2, 0, 0)","(-1, -1, 0, 0, 2)",209->382;382->209,2,5,rank(S) <= m = 2 < n = 5
2154,209,383,X2 -> 2X3,X1+X2 -> X4,"(0, -1, 2, 0, 0)","(-1, -1, 0, 1, 0)",209->383;383->209,2,5,rank(S) <= m = 2 < n = 5
2155,209,384,X2 -> 2X3,X1+X2 -> X4+X5,"(0, -1, 2, 0, 0)","(-1, -1, 0, 1, 1)",209->384;384->209,2,5,rank(S) <= m = 2 < n = 5
2156,209,385,X2 -> 2X3,X1+X2 -> 2X4,"(0, -1, 2, 0, 0)","(-1, -1, 0, 2, 0)",209->385;385->209,2,5,rank(S) <= m = 2 < n = 5
2157,209,386,X2 -> 2X3,X1+X2 -> X3,"(0, -1, 2, 0, 0)","(-1, -1, 1, 0, 0)",209->386;386->209,2,5,rank(S) <= m = 2 < n = 5
2158,209,387,X2 -> 2X3,X1+X2 -> X3+X5,"(0, -1, 2, 0, 0)","(-1, -1, 1, 0, 1)",209->387;387->209,2,5,rank(S) <= m = 2 < n = 5
2159,209,388,X2 -> 2X3,X1+X2 -> X3+X4,"(0, -1, 2, 0, 0)","(-1, -1, 1, 1, 0)",209->388;388->209,2,5,rank(S) <= m = 2 < n = 5
2160,209,389,X2 -> 2X3,X1+X2 -> 2X3,"(0, -1, 2, 0, 0)","(-1, -1, 2, 0, 0)",209->389;389->209,2,5,rank(S) <= m = 2 < n = 5
2161,209,390,X2 -> 2X3,X1+X2 -> X2,"(0, -1, 2, 0, 0)","(-1, 0, 0, 0, 0)",209->390;390->209,2,5,rank(S) <= m = 2 < n = 5
2162,209,391,X2 -> 2X3,X1+X2 -> X2+X5,"(0, -1, 2, 0, 0)","(-1, 0, 0, 0, 1)",209->391;391->209,2,5,rank(S) <= m = 2 < n = 5
2163,209,392,X2 -> 2X3,X1+X2 -> X2+X4,"(0, -1, 2, 0, 0)","(-1, 0, 0, 1, 0)",209->392;392->209,2,5,rank(S) <= m = 2 < n = 5
2164,209,393,X2 -> 2X3,X1+X2 -> X2+X3,"(0, -1, 2, 0, 0)","(-1, 0, 1, 0, 0)",209->393;393->209,2,5,rank(S) <= m = 2 < n = 5
2165,209,394,X2 -> 2X3,X1+X2 -> 2X2,"(0, -1, 2, 0, 0)","(-1, 1, 0, 0, 0)",209->394;394->209,2,5,rank(S) <= m = 2 < n = 5
2166,209,395,X2 -> 2X3,X1+X2 -> X1,"(0, -1, 2, 0, 0)","(0, -1, 0, 0, 0)",209->395;395->209,2,5,rank(S) <= m = 2 < n = 5
2167,209,396,X2 -> 2X3,X1+X2 -> X1+X5,"(0, -1, 2, 0, 0)","(0, -1, 0, 0, 1)",209->396;396->209,2,5,rank(S) <= m = 2 < n = 5
2168,209,397,X2 -> 2X3,X1+X2 -> X1+X4,"(0, -1, 2, 0, 0)","(0, -1, 0, 1, 0)",209->397;397->209,2,5,rank(S) <= m = 2 < n = 5
2169,209,398,X2 -> 2X3,X1+X2 -> X1+X3,"(0, -1, 2, 0, 0)","(0, -1, 1, 0, 0)",209->398;398->209,2,5,rank(S) <= m = 2 < n = 5
2170,209,399,X2 -> 2X3,X1+X2 -> 2X1,"(0, -1, 2, 0, 0)","(1, -1, 0, 0, 0)",209->399;399->209,2,5,rank(S) <= m = 2 < n = 5
2171,210,380,X2 -> X2+X5,X1+X2 -> 0,"(0, 0, 0, 0, 1)","(-1, -1, 0, 0, 0)",210->380;380->210,2,5,rank(S) <= m = 2 < n = 5
2172,210,381,X2 -> X2+X5,X1+X2 -> X5,"(0, 0, 0, 0, 1)","(-1, -1, 0, 0, 1)",210->381;381->210,2,5,rank(S) <= m = 2 < n = 5
2173,210,382,X2 -> X2+X5,X1+X2 -> 2X5,"(0, 0, 0, 0, 1)","(-1, -1, 0, 0, 2)",210->382;382->210,2,5,rank(S) <= m = 2 < n = 5
2174,210,383,X2 -> X2+X5,X1+X2 -> X4,"(0, 0, 0, 0, 1)","(-1, -1, 0, 1, 0)",210->383;383->210,2,5,rank(S) <= m = 2 < n = 5
2175,210,384,X2 -> X2+X5,X1+X2 -> X4+X5,"(0, 0, 0, 0, 1)","(-1, -1, 0, 1, 1)",210->384;384->210,2,5,rank(S) <= m = 2 < n = 5
2176,210,385,X2 -> X2+X5,X1+X2 -> 2X4,"(0, 0, 0, 0, 1)","(-1, -1, 0, 2, 0)",210->385;385->210,2,5,rank(S) <= m = 2 < n = 5
2177,210,386,X2 -> X2+X5,X1+X2 -> X3,"(0, 0, 0, 0, 1)","(-1, -1, 1, 0, 0)",210->386;386->210,2,5,rank(S) <= m = 2 < n = 5
2178,210,387,X2 -> X2+X5,X1+X2 -> X3+X5,"(0, 0, 0, 0, 1)","(-1, -1, 1, 0, 1)",210->387;387->210,2,5,rank(S) <= m = 2 < n = 5
2179,210,388,X2 -> X2+X5,X1+X2 -> X3+X4,"(0, 0, 0, 0, 1)","(-1, -1, 1, 1, 0)",210->388;388->210,2,5,rank(S) <= m = 2 < n = 5
2180,210,389,X2 -> X2+X5,X1+X2 -> 2X3,"(0, 0, 0, 0, 1)","(-1, -1, 2, 0, 0)",210->389;389->210,2,5,rank(S) <= m = 2 < n = 5
2181,210,390,X2 -> X2+X5,X1+X2 -> X2,"(0, 0, 0, 0, 1)","(-1, 0, 0, 0, 0)",210->390;390->210,2,5,rank(S) <= m = 2 < n = 5
2182,210,391,X2 -> X2+X5,X1+X2 -> X2+X5,"(0, 0, 0, 0, 1)","(-1, 0, 0, 0, 1)",210->391;391->210,2,5,rank(S) <= m = 2 < n = 5
2183,210,392,X2 -> X2+X5,X1+X2 -> X2+X4,"(0, 0, 0, 0, 1)","(-1, 0, 0, 1, 0)",210->392;392->210,2,5,rank(S) <= m = 2 < n = 5
2184,210,393,X2 -> X2+X5,X1+X2 -> X2+X3,"(0, 0, 0, 0, 1)","(-1, 0, 1, 0, 0)",210->393;393->210,2,5,rank(S) <= m = 2 < n = 5
2185,210,394,X2 -> X2+X5,X1+X2 -> 2X2,"(0, 0, 0, 0, 1)","(-1, 1, 0, 0, 0)",210->394;394->210,2,5,rank(S) <= m = 2 < n = 5
2186,210,395,X2 -> X2+X5,X1+X2 -> X1,"(0, 0, 0, 0, 1)","(0, -1, 0, 0, 0)",210->395;395->210,2,5,rank(S) <= m = 2 < n = 5
2187,210,396,X2 -> X2+X5,X1+X2 -> X1+X5,"(0, 0, 0, 0, 1)","(0, -1, 0, 0, 1)",210->396;396->210,2,5,rank(S) <= m = 2 < n = 5
2188,210,397,X2 -> X2+X5,X1+X2 -> X1+X4,"(0, 0, 0, 0, 1)","(0, -1, 0, 1, 0)",210->397;397->210,2,5,rank(S) <= m = 2 < n = 5
2189,210,398,X2 -> X2+X5,X1+X2 -> X1+X3,"(0, 0, 0, 0, 1)","(0, -1, 1, 0, 0)",210->398;398->210,2,5,rank(S) <= m = 2 < n = 5
2190,210,399,X2 -> X2+X5,X1+X2 -> 2X1,"(0, 0, 0, 0, 1)","(1, -1, 0, 0, 0)",210->399;399->210,2,5,rank(S) <= m = 2 < n = 5
2191,211,380,X2 -> X2+X4,X1+X2 -> 0,"(0, 0, 0, 1, 0)","(-1, -1, 0, 0, 0)",211->380;380->211,2,5,rank(S) <= m = 2 < n = 5
2192,211,381,X2 -> X2+X4,X1+X2 -> X5,"(0, 0, 0, 1, 0)","(-1, -1, 0, 0, 1)",211->381;381->211,2,5,rank(S) <= m = 2 < n = 5
2193,211,382,X2 -> X2+X4,X1+X2 -> 2X5,"(0, 0, 0, 1, 0)","(-1, -1, 0, 0, 2)",211->382;382->211,2,5,rank(S) <= m = 2 < n = 5
2194,211,383,X2 -> X2+X4,X1+X2 -> X4,"(0, 0, 0, 1, 0)","(-1, -1, 0, 1, 0)",211->383;383->211,2,5,rank(S) <= m = 2 < n = 5
2195,211,384,X2 -> X2+X4,X1+X2 -> X4+X5,"(0, 0, 0, 1, 0)","(-1, -1, 0, 1, 1)",211->384;384->211,2,5,rank(S) <= m = 2 < n = 5
2196,211,385,X2 -> X2+X4,X1+X2 -> 2X4,"(0, 0, 0, 1, 0)","(-1, -1, 0, 2, 0)",211->385;385->211,2,5,rank(S) <= m = 2 < n = 5
2197,211,386,X2 -> X2+X4,X1+X2 -> X3,"(0, 0, 0, 1, 0)","(-1, -1, 1, 0, 0)",211->386;386->211,2,5,rank(S) <= m = 2 < n = 5
2198,211,387,X2 -> X2+X4,X1+X2 -> X3+X5,"(0, 0, 0, 1, 0)","(-1, -1, 1, 0, 1)",211->387;387->211,2,5,rank(S) <= m = 2 < n = 5
2199,211,388,X2 -> X2+X4,X1+X2 -> X3+X4,"(0, 0, 0, 1, 0)","(-1, -1, 1, 1, 0)",211->388;388->211,2,5,rank(S) <= m = 2 < n = 5
2200,211,389,X2 -> X2+X4,X1+X2 -> 2X3,"(0, 0, 0, 1, 0)","(-1, -1, 2, 0, 0)",211->389;389->211,2,5,rank(S) <= m = 2 < n = 5
2201,211,390,X2 -> X2+X4,X1+X2 -> X2,"(0, 0, 0, 1, 0)","(-1, 0, 0, 0, 0)",211->390;390->211,2,5,rank(S) <= m = 2 < n = 5
2202,211,391,X2 -> X2+X4,X1+X2 -> X2+X5,"(0, 0, 0, 1, 0)","(-1, 0, 0, 0, 1)",211->391;391->211,2,5,rank(S) <= m = 2 < n = 5
2203,211,392,X2 -> X2+X4,X1+X2 -> X2+X4,"(0, 0, 0, 1, 0)","(-1, 0, 0, 1, 0)",211->392;392->211,2,5,rank(S) <= m = 2 < n = 5
2204,211,393,X2 -> X2+X4,X1+X2 -> X2+X3,"(0, 0, 0, 1, 0)","(-1, 0, 1, 0, 0)",211->393;393->211,2,5,rank(S) <= m = 2 < n = 5
2205,211,394,X2 -> X2+X4,X1+X2 -> 2X2,"(0, 0, 0, 1, 0)","(-1, 1, 0, 0, 0)",211->394;394->211,2,5,rank(S) <= m = 2 < n = 5
2206,211,395,X2 -> X2+X4,X1+X2 -> X1,"(0, 0, 0, 1, 0)","(0, -1, 0, 0, 0)",211->395;395->211,2,5,rank(S) <= m = 2 < n = 5
2207,211,396,X2 -> X2+X4,X1+X2 -> X1+X5,"(0, 0, 0, 1, 0)","(0, -1, 0, 0, 1)",211->396;396->211,2,5,rank(S) <= m = 2 < n = 5
2208,211,397,X2 -> X2+X4,X1+X2 -> X1+X4,"(0, 0, 0, 1, 0)","(0, -1, 0, 1, 0)",211->397;397->211,2,5,rank(S) <= m = 2 < n = 5
2209,211,398,X2 -> X2+X4,X1+X2 -> X1+X3,"(0, 0, 0, 1, 0)","(0, -1, 1, 0, 0)",211->398;398->211,2,5,rank(S) <= m = 2 < n = 5
2210,211,399,X2 -> X2+X4,X1+X2 -> 2X1,"(0, 0, 0, 1, 0)","(1, -1, 0, 0, 0)",211->399;399->211,2,5,rank(S) <= m = 2 < n = 5
2211,212,380,X2 -> X2+X3,X1+X2 -> 0,"(0, 0, 1, 0, 0)","(-1, -1, 0, 0, 0)",212->380;380->212,2,5,rank(S) <= m = 2 < n = 5
2212,212,381,X2 -> X2+X3,X1+X2 -> X5,"(0, 0, 1, 0, 0)","(-1, -1, 0, 0, 1)",212->381;381->212,2,5,rank(S) <= m = 2 < n = 5
2213,212,382,X2 -> X2+X3,X1+X2 -> 2X5,"(0, 0, 1, 0, 0)","(-1, -1, 0, 0, 2)",212->382;382->212,2,5,rank(S) <= m = 2 < n = 5
2214,212,383,X2 -> X2+X3,X1+X2 -> X4,"(0, 0, 1, 0, 0)","(-1, -1, 0, 1, 0)",212->383;383->212,2,5,rank(S) <= m = 2 < n = 5
2215,212,384,X2 -> X2+X3,X1+X2 -> X4+X5,"(0, 0, 1, 0, 0)","(-1, -1, 0, 1, 1)",212->384;384->212,2,5,rank(S) <= m = 2 < n = 5
2216,212,385,X2 -> X2+X3,X1+X2 -> 2X4,"(0, 0, 1, 0, 0)","(-1, -1, 0, 2, 0)",212->385;385->212,2,5,rank(S) <= m = 2 < n = 5
2217,212,386,X2 -> X2+X3,X1+X2 -> X3,"(0, 0, 1, 0, 0)","(-1, -1, 1, 0, 0)",212->386;386->212,2,5,rank(S) <= m = 2 < n = 5
2218,212,387,X2 -> X2+X3,X1+X2 -> X3+X5,"(0, 0, 1, 0, 0)","(-1, -1, 1, 0, 1)",212->387;387->212,2,5,rank(S) <= m = 2 < n = 5
2219,212,388,X2 -> X2+X3,X1+X2 -> X3+X4,"(0, 0, 1, 0, 0)","(-1, -1, 1, 1, 0)",212->388;388->212,2,5,rank(S) <= m = 2 < n = 5
2220,212,389,X2 -> X2+X3,X1+X2 -> 2X3,"(0, 0, 1, 0, 0)","(-1, -1, 2, 0, 0)",212->389;389->212,2,5,rank(S) <= m = 2 < n = 5
2221,212,390,X2 -> X2+X3,X1+X2 -> X2,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 0)",212->390;390->212,2,5,rank(S) <= m = 2 < n = 5
2222,212,391,X2 -> X2+X3,X1+X2 -> X2+X5,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 1)",212->391;391->212,2,5,rank(S) <= m = 2 < n = 5
2223,212,392,X2 -> X2+X3,X1+X2 -> X2+X4,"(0, 0, 1, 0, 0)","(-1, 0, 0, 1, 0)",212->392;392->212,2,5,rank(S) <= m = 2 < n = 5
2224,212,393,X2 -> X2+X3,X1+X2 -> X2+X3,"(0, 0, 1, 0, 0)","(-1, 0, 1, 0, 0)",212->393;393->212,2,5,rank(S) <= m = 2 < n = 5
2225,212,394,X2 -> X2+X3,X1+X2 -> 2X2,"(0, 0, 1, 0, 0)","(-1, 1, 0, 0, 0)",212->394;394->212,2,5,rank(S) <= m = 2 < n = 5
2226,212,395,X2 -> X2+X3,X1+X2 -> X1,"(0, 0, 1, 0, 0)","(0, -1, 0, 0, 0)",212->395;395->212,2,5,rank(S) <= m = 2 < n = 5
2227,212,396,X2 -> X2+X3,X1+X2 -> X1+X5,"(0, 0, 1, 0, 0)","(0, -1, 0, 0, 1)",212->396;396->212,2,5,rank(S) <= m = 2 < n = 5
2228,212,397,X2 -> X2+X3,X1+X2 -> X1+X4,"(0, 0, 1, 0, 0)","(0, -1, 0, 1, 0)",212->397;397->212,2,5,rank(S) <= m = 2 < n = 5
2229,212,398,X2 -> X2+X3,X1+X2 -> X1+X3,"(0, 0, 1, 0, 0)","(0, -1, 1, 0, 0)",212->398;398->212,2,5,rank(S) <= m = 2 < n = 5
2230,212,399,X2 -> X2+X3,X1+X2 -> 2X1,"(0, 0, 1, 0, 0)","(1, -1, 0, 0, 0)",212->399;399->212,2,5,rank(S) <= m = 2 < n = 5
2231,213,380,X2 -> 2X2,X1+X2 -> 0,"(0, 1, 0, 0, 0)","(-1, -1, 0, 0, 0)",213->380;380->213,2,5,rank(S) <= m = 2 < n = 5
2232,213,381,X2 -> 2X2,X1+X2 -> X5,"(0, 1, 0, 0, 0)","(-1, -1, 0, 0, 1)",213->381;381->213,2,5,rank(S) <= m = 2 < n = 5
2233,213,382,X2 -> 2X2,X1+X2 -> 2X5,"(0, 1, 0, 0, 0)","(-1, -1, 0, 0, 2)",213->382;382->213,2,5,rank(S) <= m = 2 < n = 5
2234,213,383,X2 -> 2X2,X1+X2 -> X4,"(0, 1, 0, 0, 0)","(-1, -1, 0, 1, 0)",213->383;383->213,2,5,rank(S) <= m = 2 < n = 5
2235,213,384,X2 -> 2X2,X1+X2 -> X4+X5,"(0, 1, 0, 0, 0)","(-1, -1, 0, 1, 1)",213->384;384->213,2,5,rank(S) <= m = 2 < n = 5
2236,213,385,X2 -> 2X2,X1+X2 -> 2X4,"(0, 1, 0, 0, 0)","(-1, -1, 0, 2, 0)",213->385;385->213,2,5,rank(S) <= m = 2 < n = 5
2237,213,386,X2 -> 2X2,X1+X2 -> X3,"(0, 1, 0, 0, 0)","(-1, -1, 1, 0, 0)",213->386;386->213,2,5,rank(S) <= m = 2 < n = 5
2238,213,387,X2 -> 2X2,X1+X2 -> X3+X5,"(0, 1, 0, 0, 0)","(-1, -1, 1, 0, 1)",213->387;387->213,2,5,rank(S) <= m = 2 < n = 5
2239,213,388,X2 -> 2X2,X1+X2 -> X3+X4,"(0, 1, 0, 0, 0)","(-1, -1, 1, 1, 0)",213->388;388->213,2,5,rank(S) <= m = 2 < n = 5
2240,213,389,X2 -> 2X2,X1+X2 -> 2X3,"(0, 1, 0, 0, 0)","(-1, -1, 2, 0, 0)",213->389;389->213,2,5,rank(S) <= m = 2 < n = 5
2241,213,390,X2 -> 2X2,X1+X2 -> X2,"(0, 1, 0, 0, 0)","(-1, 0, 0, 0, 0)",213->390;390->213,2,5,rank(S) <= m = 2 < n = 5
2242,213,391,X2 -> 2X2,X1+X2 -> X2+X5,"(0, 1, 0, 0, 0)","(-1, 0, 0, 0, 1)",213->391;391->213,2,5,rank(S) <= m = 2 < n = 5
2243,213,392,X2 -> 2X2,X1+X2 -> X2+X4,"(0, 1, 0, 0, 0)","(-1, 0, 0, 1, 0)",213->392;392->213,2,5,rank(S) <= m = 2 < n = 5
2244,213,393,X2 -> 2X2,X1+X2 -> X2+X3,"(0, 1, 0, 0, 0)","(-1, 0, 1, 0, 0)",213->393;393->213,2,5,rank(S) <= m = 2 < n = 5
2245,213,394,X2 -> 2X2,X1+X2 -> 2X2,"(0, 1, 0, 0, 0)","(-1, 1, 0, 0, 0)",213->394;394->213,2,5,rank(S) <= m = 2 < n = 5
2246,213,395,X2 -> 2X2,X1+X2 -> X1,"(0, 1, 0, 0, 0)","(0, -1, 0, 0, 0)",213->395;395->213,2,5,rank(S) <= m = 2 < n = 5
2247,213,396,X2 -> 2X2,X1+X2 -> X1+X5,"(0, 1, 0, 0, 0)","(0, -1, 0, 0, 1)",213->396;396->213,2,5,rank(S) <= m = 2 < n = 5
2248,213,397,X2 -> 2X2,X1+X2 -> X1+X4,"(0, 1, 0, 0, 0)","(0, -1, 0, 1, 0)",213->397;397->213,2,5,rank(S) <= m = 2 < n = 5
2249,213,398,X2 -> 2X2,X1+X2 -> X1+X3,"(0, 1, 0, 0, 0)","(0, -1, 1, 0, 0)",213->398;398->213,2,5,rank(S) <= m = 2 < n = 5
2250,213,399,X2 -> 2X2,X1+X2 -> 2X1,"(0, 1, 0, 0, 0)","(1, -1, 0, 0, 0)",213->399;399->213,2,5,rank(S) <= m = 2 < n = 5
2251,214,380,X2 -> X1,X1+X2 -> 0,"(1, -1, 0, 0, 0)","(-1, -1, 0, 0, 0)",214->380;380->214,2,5,rank(S) <= m = 2 < n = 5
2252,214,381,X2 -> X1,X1+X2 -> X5,"(1, -1, 0, 0, 0)","(-1, -1, 0, 0, 1)",214->381;381->214,2,5,rank(S) <= m = 2 < n = 5
2253,214,382,X2 -> X1,X1+X2 -> 2X5,"(1, -1, 0, 0, 0)","(-1, -1, 0, 0, 2)",214->382;382->214,2,5,rank(S) <= m = 2 < n = 5
2254,214,383,X2 -> X1,X1+X2 -> X4,"(1, -1, 0, 0, 0)","(-1, -1, 0, 1, 0)",214->383;383->214,2,5,rank(S) <= m = 2 < n = 5
2255,214,384,X2 -> X1,X1+X2 -> X4+X5,"(1, -1, 0, 0, 0)","(-1, -1, 0, 1, 1)",214->384;384->214,2,5,rank(S) <= m = 2 < n = 5
2256,214,385,X2 -> X1,X1+X2 -> 2X4,"(1, -1, 0, 0, 0)","(-1, -1, 0, 2, 0)",214->385;385->214,2,5,rank(S) <= m = 2 < n = 5
2257,214,386,X2 -> X1,X1+X2 -> X3,"(1, -1, 0, 0, 0)","(-1, -1, 1, 0, 0)",214->386;386->214,2,5,rank(S) <= m = 2 < n = 5
2258,214,387,X2 -> X1,X1+X2 -> X3+X5,"(1, -1, 0, 0, 0)","(-1, -1, 1, 0, 1)",214->387;387->214,2,5,rank(S) <= m = 2 < n = 5
2259,214,388,X2 -> X1,X1+X2 -> X3+X4,"(1, -1, 0, 0, 0)","(-1, -1, 1, 1, 0)",214->388;388->214,2,5,rank(S) <= m = 2 < n = 5
2260,214,389,X2 -> X1,X1+X2 -> 2X3,"(1, -1, 0, 0, 0)","(-1, -1, 2, 0, 0)",214->389;389->214,2,5,rank(S) <= m = 2 < n = 5
2261,214,390,X2 -> X1,X1+X2 -> X2,"(1, -1, 0, 0, 0)","(-1, 0, 0, 0, 0)",214->390;390->214,2,5,rank(S) <= m = 2 < n = 5
2262,214,391,X2 -> X1,X1+X2 -> X2+X5,"(1, -1, 0, 0, 0)","(-1, 0, 0, 0, 1)",214->391;391->214,2,5,rank(S) <= m = 2 < n = 5
2263,214,392,X2 -> X1,X1+X2 -> X2+X4,"(1, -1, 0, 0, 0)","(-1, 0, 0, 1, 0)",214->392;392->214,2,5,rank(S) <= m = 2 < n = 5
2264,214,393,X2 -> X1,X1+X2 -> X2+X3,"(1, -1, 0, 0, 0)","(-1, 0, 1, 0, 0)",214->393;393->214,2,5,rank(S) <= m = 2 < n = 5
2265,214,394,X2 -> X1,X1+X2 -> 2X2,"(1, -1, 0, 0, 0)","(-1, 1, 0, 0, 0)",214->394;394->214,2,5,rank(S) <= m = 2 < n = 5
2266,214,395,X2 -> X1,X1+X2 -> X1,"(1, -1, 0, 0, 0)","(0, -1, 0, 0, 0)",214->395;395->214,2,5,rank(S) <= m = 2 < n = 5
2267,214,396,X2 -> X1,X1+X2 -> X1+X5,"(1, -1, 0, 0, 0)","(0, -1, 0, 0, 1)",214->396;396->214,2,5,rank(S) <= m = 2 < n = 5
2268,214,397,X2 -> X1,X1+X2 -> X1+X4,"(1, -1, 0, 0, 0)","(0, -1, 0, 1, 0)",214->397;397->214,2,5,rank(S) <= m = 2 < n = 5
2269,214,398,X2 -> X1,X1+X2 -> X1+X3,"(1, -1, 0, 0, 0)","(0, -1, 1, 0, 0)",214->398;398->214,2,5,rank(S) <= m = 2 < n = 5
2270,215,380,X2 -> X1+X5,X1+X2 -> 0,"(1, -1, 0, 0, 1)","(-1, -1, 0, 0, 0)",215->380;380->215,2,5,rank(S) <= m = 2 < n = 5
2271,215,381,X2 -> X1+X5,X1+X2 -> X5,"(1, -1, 0, 0, 1)","(-1, -1, 0, 0, 1)",215->381;381->215,2,5,rank(S) <= m = 2 < n = 5
2272,215,382,X2 -> X1+X5,X1+X2 -> 2X5,"(1, -1, 0, 0, 1)","(-1, -1, 0, 0, 2)",215->382;382->215,2,5,rank(S) <= m = 2 < n = 5
2273,215,383,X2 -> X1+X5,X1+X2 -> X4,"(1, -1, 0, 0, 1)","(-1, -1, 0, 1, 0)",215->383;383->215,2,5,rank(S) <= m = 2 < n = 5
2274,215,384,X2 -> X1+X5,X1+X2 -> X4+X5,"(1, -1, 0, 0, 1)","(-1, -1, 0, 1, 1)",215->384;384->215,2,5,rank(S) <= m = 2 < n = 5
2275,215,385,X2 -> X1+X5,X1+X2 -> 2X4,"(1, -1, 0, 0, 1)","(-1, -1, 0, 2, 0)",215->385;385->215,2,5,rank(S) <= m = 2 < n = 5
2276,215,386,X2 -> X1+X5,X1+X2 -> X3,"(1, -1, 0, 0, 1)","(-1, -1, 1, 0, 0)",215->386;386->215,2,5,rank(S) <= m = 2 < n = 5
2277,215,387,X2 -> X1+X5,X1+X2 -> X3+X5,"(1, -1, 0, 0, 1)","(-1, -1, 1, 0, 1)",215->387;387->215,2,5,rank(S) <= m = 2 < n = 5
2278,215,388,X2 -> X1+X5,X1+X2 -> X3+X4,"(1, -1, 0, 0, 1)","(-1, -1, 1, 1, 0)",215->388;388->215,2,5,rank(S) <= m = 2 < n = 5
2279,215,389,X2 -> X1+X5,X1+X2 -> 2X3,"(1, -1, 0, 0, 1)","(-1, -1, 2, 0, 0)",215->389;389->215,2,5,rank(S) <= m = 2 < n = 5
2280,215,390,X2 -> X1+X5,X1+X2 -> X2,"(1, -1, 0, 0, 1)","(-1, 0, 0, 0, 0)",215->390;390->215,2,5,rank(S) <= m = 2 < n = 5
2281,215,391,X2 -> X1+X5,X1+X2 -> X2+X5,"(1, -1, 0, 0, 1)","(-1, 0, 0, 0, 1)",215->391;391->215,2,5,rank(S) <= m = 2 < n = 5
2282,215,392,X2 -> X1+X5,X1+X2 -> X2+X4,"(1, -1, 0, 0, 1)","(-1, 0, 0, 1, 0)",215->392;392->215,2,5,rank(S) <= m = 2 < n = 5
2283,215,393,X2 -> X1+X5,X1+X2 -> X2+X3,"(1, -1, 0, 0, 1)","(-1, 0, 1, 0, 0)",215->393;393->215,2,5,rank(S) <= m = 2 < n = 5
2284,215,394,X2 -> X1+X5,X1+X2 -> 2X2,"(1, -1, 0, 0, 1)","(-1, 1, 0, 0, 0)",215->394;394->215,2,5,rank(S) <= m = 2 < n = 5
2285,215,395,X2 -> X1+X5,X1+X2 -> X1,"(1, -1, 0, 0, 1)","(0, -1, 0, 0, 0)",215->395;395->215,2,5,rank(S) <= m = 2 < n = 5
2286,215,396,X2 -> X1+X5,X1+X2 -> X1+X5,"(1, -1, 0, 0, 1)","(0, -1, 0, 0, 1)",215->396;396->215,2,5,rank(S) <= m = 2 < n = 5
2287,215,397,X2 -> X1+X5,X1+X2 -> X1+X4,"(1, -1, 0, 0, 1)","(0, -1, 0, 1, 0)",215->397;397->215,2,5,rank(S) <= m = 2 < n = 5
2288,215,398,X2 -> X1+X5,X1+X2 -> X1+X3,"(1, -1, 0, 0, 1)","(0, -1, 1, 0, 0)",215->398;398->215,2,5,rank(S) <= m = 2 < n = 5
2289,215,399,X2 -> X1+X5,X1+X2 -> 2X1,"(1, -1, 0, 0, 1)","(1, -1, 0, 0, 0)",215->399;399->215,2,5,rank(S) <= m = 2 < n = 5
2290,216,380,X2 -> X1+X4,X1+X2 -> 0,"(1, -1, 0, 1, 0)","(-1, -1, 0, 0, 0)",216->380;380->216,2,5,rank(S) <= m = 2 < n = 5
2291,216,381,X2 -> X1+X4,X1+X2 -> X5,"(1, -1, 0, 1, 0)","(-1, -1, 0, 0, 1)",216->381;381->216,2,5,rank(S) <= m = 2 < n = 5
2292,216,382,X2 -> X1+X4,X1+X2 -> 2X5,"(1, -1, 0, 1, 0)","(-1, -1, 0, 0, 2)",216->382;382->216,2,5,rank(S) <= m = 2 < n = 5
2293,216,383,X2 -> X1+X4,X1+X2 -> X4,"(1, -1, 0, 1, 0)","(-1, -1, 0, 1, 0)",216->383;383->216,2,5,rank(S) <= m = 2 < n = 5
